case:concept:name,concept:name,time:timestamp,human_resource,org:resource,outcome_unit,unsuccessful_outcome_unit,lifecycle:transition,concept:instance
Case 256,Turning & Milling - Machine 10,2012-01-30 15:21:00+00:00,ID4132,Machine 10 - Grinding,1,0,complete,i_2405
Case 256,Turning & Milling Q.C.,2012-01-30 15:30:00+00:00,ID4287,Quality Check 1,0,0,start,i_2406
Case 256,Turning & Milling Q.C.,2012-01-30 17:54:00+00:00,ID4287,Quality Check 1,0,0,complete,i_2406
Case 256,Turning & Milling - Machine 10,2012-01-31 07:47:00+00:00,ID4132,Machine 10 - Grinding,1,0,start,i_2407
Case 256,Turning & Milling Q.C.,2012-01-31 09:00:00+00:00,ID4287,Quality Check 1,0,2,start,i_2408
Case 256,Turning & Milling - Machine 10,2012-01-31 11:39:00+00:00,ID4132,Machine 10 - Grinding,1,0,complete,i_2407
Case 256,Turning & Milling - Machine 10,2012-01-31 11:40:00+00:00,ID4132,Machine 10 - Grinding,8,0,start,i_2409
Case 256,Turning & Milling Q.C.,2012-01-31 12:00:00+00:00,ID4287,Quality Check 1,0,2,complete,i_2408
Case 256,Turning & Milling - Machine 10,2012-01-31 15:51:00+00:00,ID4132,Machine 10 - Grinding,8,0,complete,i_2409
Case 256,Turning & Milling - Machine 10,2012-01-31 16:48:00+00:00,ID3846,Machine 10 - Grinding,13,0,start,i_2410
Case 256,Turning & Milling - Machine 10,2012-01-31 23:37:00+00:00,ID3846,Machine 10 - Grinding,13,0,complete,i_2410
Case 256,Turning & Milling - Machine 10,2012-02-01 07:02:00+00:00,ID4641,Machine 10 - Grinding,4,0,start,i_2411
Case 256,Turning & Milling - Machine 10,2012-02-01 10:46:00+00:00,ID4641,Machine 10 - Grinding,4,0,complete,i_2411
Case 256,Turning & Milling - Machine 10,2012-02-01 16:07:00+00:00,ID3846,Machine 10 - Grinding,0,0,start,i_2412
Case 256,Turning & Milling - Machine 10,2012-02-01 23:41:00+00:00,ID3846,Machine 10 - Grinding,0,0,complete,i_2412
Case 256,Turning & Milling - Machine 10,2012-02-02 07:10:00+00:00,ID4132,Machine 10 - Grinding,8,0,start,i_2413
Case 256,Turning & Milling Q.C.,2012-02-02 11:37:00+00:00,ID4287,Quality Check 1,32,1,start,i_2414
Case 256,Turning & Milling - Machine 10,2012-02-02 13:27:00+00:00,ID4132,Machine 10 - Grinding,8,0,start,i_2415
Case 256,Turning & Milling - Machine 10,2012-02-02 13:27:00+00:00,ID4132,Machine 10 - Grinding,8,0,complete,i_2413
Case 256,Turning & Milling Q.C.,2012-02-02 15:04:00+00:00,ID4287,Quality Check 1,32,1,complete,i_2414
Case 256,Turning & Milling - Machine 10,2012-02-02 17:39:00+00:00,ID4132,Machine 10 - Grinding,8,0,complete,i_2415
Case 256,Turning & Milling - Machine 10,2012-02-03 07:03:00+00:00,ID4132,Machine 10 - Grinding,8,0,start,i_2416
Case 256,Turning & Milling Q.C.,2012-02-03 12:00:00+00:00,ID4287,Quality Check 1,16,0,start,i_2417
Case 256,Turning & Milling - Machine 10,2012-02-03 12:14:00+00:00,ID4132,Machine 10 - Grinding,8,0,complete,i_2416
Case 256,Turning & Milling Q.C.,2012-02-03 12:50:00+00:00,ID4287,Quality Check 1,16,0,complete,i_2417
Case 256,Turning & Milling - Machine 10,2012-02-05 00:42:00+00:00,ID4641,Machine 10 - Grinding,8,0,start,i_2418
Case 256,Turning & Milling - Machine 10,2012-02-05 06:54:00+00:00,ID4641,Machine 10 - Grinding,8,0,complete,i_2418
Case 256,Turning & Milling Q.C.,2012-02-05 07:00:00+00:00,ID4287,Quality Check 1,0,0,start,i_2419
Case 256,Turning & Milling - Machine 10,2012-02-05 07:09:00+00:00,ID4132,Machine 10 - Grinding,17,0,start,i_2422
Case 256,Turning & Milling Q.C.,2012-02-05 08:40:00+00:00,ID4287,Quality Check 1,0,0,complete,i_2419
Case 256,Lapping - Machine 1,2012-02-05 11:18:00+00:00,ID0998,Machine 1 - Lapping,48,0,start,i_2420
Case 256,Lapping - Machine 1,2012-02-05 12:43:00+00:00,ID0998,Machine 1 - Lapping,48,0,complete,i_2420
Case 256,Turning & Milling Q.C.,2012-02-05 15:00:00+00:00,ID4287,Quality Check 1,16,0,start,i_2421
Case 256,Turning & Milling Q.C.,2012-02-05 15:56:00+00:00,ID4287,Quality Check 1,16,0,complete,i_2421
Case 256,Turning & Milling - Machine 10,2012-02-05 17:47:00+00:00,ID4132,Machine 10 - Grinding,17,0,complete,i_2422
Case 256,Turning & Milling - Machine 10,2012-02-05 20:35:00+00:00,ID4641,Machine 10 - Grinding,12,0,start,i_2423
Case 256,Turning & Milling - Machine 10,2012-02-06 06:39:00+00:00,ID4641,Machine 10 - Grinding,12,0,complete,i_2423
Case 256,Round Grinding - Machine 2,2012-02-06 07:08:00+00:00,ID4385,Machine 2 - Round Grinding,0,0,start,i_2424
Case 256,Turning & Milling - Machine 10,2012-02-06 07:29:00+00:00,ID4132,Machine 10 - Grinding,12,0,start,i_2428
Case 256,Turning & Milling Q.C.,2012-02-06 08:00:00+00:00,ID4287,Quality Check 1,16,0,start,i_2425
Case 256,Round Grinding - Machine 3,2012-02-06 08:08:00+00:00,ID4385,Machine 3 - Round Grinding,0,0,start,i_2426
Case 256,Round Grinding - Machine 2,2012-02-06 08:08:00+00:00,ID4385,Machine 2 - Round Grinding,0,0,complete,i_2424
Case 256,Round Grinding - Machine 2,2012-02-06 08:10:00+00:00,ID0420,Machine 2 - Round Grinding,20,0,start,i_2427
Case 256,Turning & Milling Q.C.,2012-02-06 09:07:00+00:00,ID4287,Quality Check 1,16,0,complete,i_2425
Case 256,Round Grinding - Machine 3,2012-02-06 12:10:00+00:00,ID4385,Machine 3 - Round Grinding,15,0,start,i_2431
Case 256,Round Grinding - Machine 3,2012-02-06 12:10:00+00:00,ID4385,Machine 3 - Round Grinding,0,0,complete,i_2426
Case 256,Round Grinding - Machine 2,2012-02-06 12:12:00+00:00,ID0420,Machine 2 - Round Grinding,28,0,start,i_2433
Case 256,Round Grinding - Machine 2,2012-02-06 12:12:00+00:00,ID0420,Machine 2 - Round Grinding,20,0,complete,i_2427
Case 256,Lapping - Machine 1,2012-02-06 13:47:00+00:00,ID0998,Machine 1 - Lapping,32,0,start,i_2429
Case 256,Turning & Milling - Machine 10,2012-02-06 14:40:00+00:00,ID4132,Machine 10 - Grinding,12,0,complete,i_2428
Case 256,Turning & Milling Q.C.,2012-02-06 15:00:00+00:00,ID4287,Quality Check 1,16,1,start,i_2430
Case 256,Lapping - Machine 1,2012-02-06 15:20:00+00:00,ID0998,Machine 1 - Lapping,32,0,complete,i_2429
Case 256,Round Grinding - Q.C.,2012-02-06 16:00:00+00:00,ID4287,Quality Check 1,0,0,start,i_2434
Case 256,Turning & Milling Q.C.,2012-02-06 16:00:00+00:00,ID4287,Quality Check 1,16,1,complete,i_2430
Case 256,Round Grinding - Machine 3,2012-02-06 16:02:00+00:00,ID4385,Machine 3 - Round Grinding,15,0,complete,i_2431
Case 256,Round Grinding - Machine 3,2012-02-06 16:06:00+00:00,ID4355,Machine 3 - Round Grinding,21,0,start,i_2435
Case 256,Lapping - Machine 1,2012-02-06 16:34:00+00:00,ID0998,Machine 1 - Lapping,16,0,start,i_2432
Case 256,Lapping - Machine 1,2012-02-06 17:08:00+00:00,ID0998,Machine 1 - Lapping,16,0,complete,i_2432
Case 256,Round Grinding - Machine 2,2012-02-06 17:53:00+00:00,ID0420,Machine 2 - Round Grinding,28,0,complete,i_2433
Case 256,Round Grinding - Q.C.,2012-02-06 18:00:00+00:00,ID4287,Quality Check 1,0,0,complete,i_2434
Case 256,Round Grinding - Machine 2,2012-02-06 20:21:00+00:00,ID4445,Machine 2 - Round Grinding,45,0,start,i_2436
Case 256,Round Grinding - Machine 3,2012-02-06 23:30:00+00:00,ID4355,Machine 3 - Round Grinding,21,0,complete,i_2435
Case 256,Round Grinding - Machine 3,2012-02-07 03:44:00+00:00,ID4445,Machine 3 - Round Grinding,11,0,start,i_2437
Case 256,Round Grinding - Machine 2,2012-02-07 03:44:00+00:00,ID4445,Machine 2 - Round Grinding,45,0,complete,i_2436
Case 256,Round Grinding - Machine 3,2012-02-07 06:54:00+00:00,ID4445,Machine 3 - Round Grinding,11,0,complete,i_2437
Case 256,Round Grinding - Q.C.,2012-02-07 07:00:00+00:00,ID4287,Quality Check 1,0,0,start,i_2440
Case 256,Round Grinding - Machine 3,2012-02-07 07:02:00+00:00,ID0420,Machine 3 - Round Grinding,28,0,start,i_2439
Case 256,Round Grinding - Machine 2,2012-02-07 07:05:00+00:00,ID4385,Machine 2 - Round Grinding,3,0,start,i_2438
Case 256,Round Grinding - Machine 2,2012-02-07 07:51:00+00:00,ID4385,Machine 2 - Round Grinding,3,0,complete,i_2438
Case 256,Round Grinding - Machine 3,2012-02-07 15:46:00+00:00,ID0420,Machine 3 - Round Grinding,28,0,complete,i_2439
Case 256,Round Grinding - Q.C.,2012-02-07 16:00:00+00:00,ID4287,Quality Check 1,0,0,complete,i_2440
Case 256,Round Grinding - Machine 3,2012-02-07 16:11:00+00:00,ID4355,Machine 3 - Round Grinding,1,0,start,i_2441
Case 256,Round Grinding - Machine 3,2012-02-07 19:00:00+00:00,ID4355,Machine 3 - Round Grinding,1,0,complete,i_2441
Case 256,Round Grinding - Machine 3,2012-02-07 19:01:00+00:00,ID4355,Machine 3 - Round Grinding,10,0,start,i_2442
Case 256,Round Grinding - Machine 3,2012-02-07 23:44:00+00:00,ID4355,Machine 3 - Round Grinding,10,0,complete,i_2442
Case 256,Round Grinding - Machine 3,2012-02-08 00:01:00+00:00,ID4445,Machine 3 - Round Grinding,10,0,start,i_2443
Case 256,Round Grinding - Machine 3,2012-02-08 03:48:00+00:00,ID4445,Machine 3 - Round Grinding,10,0,complete,i_2443
Case 256,Round Grinding - Q.C.,2012-02-08 09:07:00+00:00,ID4287,Quality Check 1,0,0,start,i_2444
Case 256,Round Grinding - Q.C.,2012-02-08 16:02:00+00:00,ID4287,Quality Check 1,0,0,complete,i_2444
Case 256,Round Grinding - Q.C.,2012-02-09 09:00:00+00:00,ID4287,Quality Check 1,0,2,start,i_2445
Case 256,Round Grinding - Q.C.,2012-02-09 16:02:00+00:00,ID4287,Quality Check 1,0,2,complete,i_2445
Case 256,Round Grinding - Q.C.,2012-02-10 10:41:00+00:00,ID4287,Quality Check 1,0,0,start,i_2446
Case 256,Round Grinding - Q.C.,2012-02-10 12:52:00+00:00,ID4287,Quality Check 1,0,0,complete,i_2446
Case 256,Round Grinding - Q.C.,2012-02-12 07:05:00+00:00,ID4287,Quality Check 1,65,0,start,i_2447
Case 256,Round Grinding - Q.C.,2012-02-12 16:09:00+00:00,ID4287,Quality Check 1,65,0,complete,i_2447
Case 256,Laser Marking - Machine 7,2012-02-13 10:38:00+00:00,ID0998,Machine 7- Laser Marking,65,0,start,i_2448
Case 256,Round Grinding - Q.C.,2012-02-13 12:00:00+00:00,ID4287,Quality Check 1,20,0,start,i_2449
Case 256,Laser Marking - Machine 7,2012-02-13 12:09:00+00:00,ID0998,Machine 7- Laser Marking,65,0,complete,i_2448
Case 256,Round Grinding - Q.C.,2012-02-13 15:00:00+00:00,ID4287,Quality Check 1,20,0,complete,i_2449
Case 256,Round Grinding - Q.C.,2012-02-14 07:30:00+00:00,ID4287,Quality Check 1,6,0,start,i_2450
Case 256,Round Grinding - Q.C.,2012-02-14 08:40:00+00:00,ID4287,Quality Check 1,6,0,complete,i_2450
Case 256,Laser Marking - Machine 7,2012-02-14 13:41:00+00:00,ID0998,Machine 7- Laser Marking,26,0,start,i_2451
Case 256,Laser Marking - Machine 7,2012-02-14 15:11:00+00:00,ID0998,Machine 7- Laser Marking,26,0,complete,i_2451
Case 256,Final Inspection Q.C.,2012-02-17 11:50:00+00:00,ID4287,Quality Check 1,0,0,start,i_2452
Case 256,Final Inspection Q.C.,2012-02-17 12:44:00+00:00,ID4287,Quality Check 1,0,0,complete,i_2452
Case 256,Final Inspection Q.C.,2012-02-20 15:53:00+00:00,ID4493,Quality Check 1,0,0,start,i_2453
Case 256,Final Inspection Q.C.,2012-02-20 17:54:00+00:00,ID4493,Quality Check 1,0,0,complete,i_2453
Case 256,Packing,2012-02-21 00:00:00+00:00,ID4820,Packing,91,0,start,i_2454
Case 256,Packing,2012-02-21 01:00:00+00:00,ID4820,Packing,91,0,complete,i_2454
Case 256,Final Inspection Q.C.,2012-02-21 07:00:00+00:00,ID4493,Quality Check 1,91,0,start,i_2455
Case 256,Final Inspection Q.C.,2012-02-21 09:00:00+00:00,ID4493,Quality Check 1,91,0,complete,i_2455
Case 257,Turning & Milling - Machine 5,2012-01-11 07:35:00+00:00,ID4794,Machine 5 - Turning & Milling,0,0,start,i_2456
Case 257,Turning & Milling - Machine 5,2012-01-11 09:42:00+00:00,ID4794,Machine 5 - Turning & Milling,0,0,complete,i_2456
Case 257,Turning & Milling - Machine 5,2012-01-11 12:45:00+00:00,ID4932,Machine 5 - Turning & Milling,1,0,start,i_2457
Case 257,Turning & Milling - Machine 5,2012-01-11 15:48:00+00:00,ID4932,Machine 5 - Turning & Milling,1,0,complete,i_2457
Case 257,Turning & Milling - Machine 5,2012-01-11 15:49:00+00:00,ID4429,Machine 5 - Turning & Milling,10,0,start,i_2458
Case 257,Turning & Milling - Machine 5,2012-01-11 17:24:00+00:00,ID4429,Machine 5 - Turning & Milling,10,0,complete,i_2458
Case 257,Turning & Milling - Machine 5,2012-01-11 18:09:00+00:00,ID4718,Machine 5 - Turning & Milling,20,0,start,i_2459
Case 257,Turning & Milling - Machine 5,2012-01-11 21:04:00+00:00,ID4529,Machine 5 - Turning & Milling,75,0,start,i_2460
Case 257,Turning & Milling - Machine 5,2012-01-11 21:04:00+00:00,ID4718,Machine 5 - Turning & Milling,20,0,complete,i_2459
Case 257,Turning & Milling - Machine 5,2012-01-12 07:00:00+00:00,ID4529,Machine 5 - Turning & Milling,75,0,complete,i_2460
Case 257,Turning & Milling - Machine 5,2012-01-12 07:08:00+00:00,ID4429,Machine 5 - Turning & Milling,18,0,start,i_2461
Case 257,Turning & Milling - Machine 5,2012-01-12 11:07:00+00:00,ID4429,Machine 5 - Turning & Milling,18,0,complete,i_2461
Case 257,Turning & Milling - Machine 5,2012-01-12 23:38:00+00:00,ID4529,Machine 5 - Turning & Milling,26,0,start,i_2462
Case 257,Turning & Milling - Machine 5,2012-01-13 06:27:00+00:00,ID4529,Machine 5 - Turning & Milling,26,0,complete,i_2462
Case 257,Turning & Milling - Machine 5,2012-01-13 07:09:00+00:00,ID4429,Machine 5 - Turning & Milling,23,0,start,i_2463
Case 257,Turning & Milling - Machine 5,2012-01-13 12:38:00+00:00,ID4429,Machine 5 - Turning & Milling,23,0,complete,i_2463
Case 257,Turning & Milling - Machine 5,2012-01-14 13:00:00+00:00,ID4794,Machine 5 - Turning & Milling,36,0,start,i_2464
Case 257,Turning & Milling - Machine 5,2012-01-14 13:00:00+00:00,ID4932,Machine 5 - Turning & Milling,36,0,start,i_2465
Case 257,Turning & Milling - Machine 5,2012-01-14 22:00:00+00:00,ID4794,Machine 5 - Turning & Milling,36,0,complete,i_2464
Case 257,Turning & Milling - Machine 5,2012-01-14 22:55:00+00:00,ID4794,Machine 5 - Turning & Milling,28,0,start,i_2466
Case 257,Turning & Milling - Machine 5,2012-01-15 00:00:00+00:00,ID4529,Machine 5 - Turning & Milling,0,0,start,i_2467
Case 257,Turning & Milling - Machine 5,2012-01-15 01:15:00+00:00,ID4529,Machine 5 - Turning & Milling,0,0,complete,i_2465
Case 257,Turning & Milling - Machine 5,2012-01-15 05:59:00+00:00,ID4794,Machine 5 - Turning & Milling,28,0,complete,i_2466
Case 257,Turning & Milling - Machine 5,2012-01-15 08:40:00+00:00,ID4429,Machine 5 - Turning & Milling,27,0,start,i_2468
Case 257,Turning & Milling - Machine 5,2012-01-15 09:55:00+00:00,ID4932,Machine 5 - Turning & Milling,36,0,complete,i_2467
Case 257,Turning & Milling - Machine 5,2012-01-15 14:43:00+00:00,ID4429,Machine 5 - Turning & Milling,27,0,complete,i_2468
Case 257,Turning & Milling Q.C.,2012-01-16 09:30:00+00:00,ID4163,Quality Check 1,148,1,start,i_2469
Case 257,Turning & Milling Q.C.,2012-01-16 12:42:00+00:00,ID4163,Quality Check 1,148,1,complete,i_2469
Case 257,Turning & Milling Q.C.,2012-01-16 12:43:00+00:00,ID4163,Quality Check 1,0,1,start,i_2470
Case 257,Turning & Milling Q.C.,2012-01-16 12:50:00+00:00,ID4163,Quality Check 1,0,1,complete,i_2470
Case 257,Laser Marking - Machine 7,2012-01-16 15:08:00+00:00,ID4882,Machine 7- Laser Marking,148,0,start,i_2471
Case 257,Laser Marking - Machine 7,2012-01-16 17:03:00+00:00,ID4882,Machine 7- Laser Marking,148,0,complete,i_2471
Case 257,Lapping - Machine 1,2012-02-13 12:38:00+00:00,ID0998,Machine 1 - Lapping,0,0,start,i_2472
Case 257,Lapping - Machine 1,2012-02-13 13:47:00+00:00,ID4882,Machine 1 - Lapping,75,0,start,i_2473
Case 257,Lapping - Machine 1,2012-02-13 17:15:00+00:00,ID4882,Machine 1 - Lapping,75,0,complete,i_2472
Case 257,Lapping - Machine 1,2012-02-13 17:28:00+00:00,ID0998,Machine 1 - Lapping,0,0,complete,i_2473
Case 257,Round Grinding - Machine 2,2012-02-13 20:09:00+00:00,ID0420,Machine 2 - Round Grinding,0,0,start,i_2474
Case 257,Round Grinding - Machine 2,2012-02-13 23:05:00+00:00,ID0420,Machine 2 - Round Grinding,0,0,complete,i_2474
Case 257,Round Grinding - Machine 2,2012-02-13 23:06:00+00:00,ID0420,Machine 2 - Round Grinding,22,0,start,i_2475
Case 257,Round Grinding - Machine 2,2012-02-14 06:49:00+00:00,ID0420,Machine 2 - Round Grinding,22,0,complete,i_2475
Case 257,Round Grinding - Machine 2,2012-02-14 07:00:00+00:00,ID4872,Machine 2 - Round Grinding,20,0,start,i_2478
Case 257,Lapping - Machine 1,2012-02-14 08:27:00+00:00,ID0998,Machine 1 - Lapping,0,0,start,i_2476
Case 257,Lapping - Machine 1,2012-02-14 10:48:00+00:00,ID4882,Machine 1 - Lapping,52,0,start,i_2477
Case 257,Lapping - Machine 1,2012-02-14 12:37:00+00:00,ID4882,Machine 1 - Lapping,52,0,complete,i_2476
Case 257,Lapping - Machine 1,2012-02-14 12:41:00+00:00,ID0998,Machine 1 - Lapping,0,0,complete,i_2477
Case 257,Round Grinding - Machine 2,2012-02-14 16:08:00+00:00,ID4872,Machine 2 - Round Grinding,20,0,complete,i_2478
Case 257,Round Grinding - Machine 2,2012-02-14 20:07:00+00:00,ID0420,Machine 2 - Round Grinding,25,0,start,i_2479
Case 257,Round Grinding - Machine 2,2012-02-15 06:57:00+00:00,ID0420,Machine 2 - Round Grinding,25,0,complete,i_2479
Case 257,Round Grinding - Machine 2,2012-02-15 06:58:00+00:00,ID4872,Machine 2 - Round Grinding,3,0,start,i_2480
Case 257,Round Grinding - Machine 2,2012-02-15 07:00:00+00:00,ID4445,Machine 2 - Round Grinding,1,0,start,i_2481
Case 257,Round Grinding - Machine 2,2012-02-15 07:28:00+00:00,ID4445,Machine 2 - Round Grinding,1,0,complete,i_2480
Case 257,Round Grinding - Machine 2,2012-02-15 10:02:00+00:00,ID4872,Machine 2 - Round Grinding,3,0,complete,i_2481
Case 257,Round Grinding - Machine 2,2012-02-15 11:26:00+00:00,ID4872,Machine 2 - Round Grinding,13,0,start,i_2482
Case 257,Round Grinding - Machine 2,2012-02-15 16:10:00+00:00,ID4872,Machine 2 - Round Grinding,13,0,complete,i_2482
Case 257,Round Grinding - Machine 2,2012-02-15 16:55:00+00:00,ID4385,Machine 2 - Round Grinding,0,0,start,i_2483
Case 257,Round Grinding - Machine 2,2012-02-15 17:19:00+00:00,ID4385,Machine 2 - Round Grinding,0,0,complete,i_2483
Case 257,Round Grinding - Machine 2,2012-02-15 18:19:00+00:00,ID4385,Machine 2 - Round Grinding,16,0,start,i_2484
Case 257,Round Grinding - Machine 2,2012-02-15 23:57:00+00:00,ID4385,Machine 2 - Round Grinding,16,0,complete,i_2484
Case 257,Round Grinding - Machine 2,2012-02-16 00:10:00+00:00,ID0420,Machine 2 - Round Grinding,19,0,start,i_2485
Case 257,Round Grinding - Machine 2,2012-02-16 06:48:00+00:00,ID0420,Machine 2 - Round Grinding,19,0,complete,i_2485
Case 257,Round Grinding - Machine 2,2012-02-16 06:51:00+00:00,ID4355,Machine 2 - Round Grinding,2,0,start,i_2486
Case 257,Round Grinding - Machine 2,2012-02-16 07:29:00+00:00,ID4355,Machine 2 - Round Grinding,2,0,complete,i_2486
Case 257,Round Grinding - Machine 2,2012-02-16 07:30:00+00:00,ID4355,Machine 2 - Round Grinding,0,0,start,i_2487
Case 257,Round Grinding - Machine 2,2012-02-16 07:58:00+00:00,ID4355,Machine 2 - Round Grinding,0,0,complete,i_2487
Case 257,Final Inspection Q.C.,2012-02-16 11:44:00+00:00,ID4163,Quality Check 1,0,0,start,i_2488
Case 257,Final Inspection Q.C.,2012-02-16 12:50:00+00:00,ID4163,Quality Check 1,0,0,complete,i_2488
Case 257,Final Inspection Q.C.,2012-02-16 13:20:00+00:00,ID4163,Quality Check 1,0,0,start,i_2489
Case 257,Final Inspection Q.C.,2012-02-16 16:13:00+00:00,ID4163,Quality Check 1,0,0,complete,i_2489
Case 257,Final Inspection Q.C.,2012-02-19 07:00:00+00:00,ID4163,Quality Check 1,0,0,start,i_2490
Case 257,Final Inspection Q.C.,2012-02-19 08:40:00+00:00,ID4163,Quality Check 1,0,0,complete,i_2490
Case 257,Final Inspection Q.C.,2012-02-19 09:00:00+00:00,ID4163,Quality Check 1,41,0,start,i_2491
Case 257,Final Inspection Q.C.,2012-02-19 10:40:00+00:00,ID4163,Quality Check 1,0,0,start,i_2492
Case 257,Final Inspection Q.C.,2012-02-19 10:40:00+00:00,ID4163,Quality Check 1,41,0,complete,i_2491
Case 257,Final Inspection Q.C.,2012-02-19 12:50:00+00:00,ID4163,Quality Check 1,0,0,complete,i_2492
Case 257,Final Inspection Q.C.,2012-02-19 14:07:00+00:00,ID4163,Quality Check 1,0,0,start,i_2493
Case 257,Final Inspection Q.C.,2012-02-19 18:02:00+00:00,ID4163,Quality Check 1,0,0,complete,i_2493
Case 257,Packing,2012-02-20 00:00:00+00:00,ID4820,Packing,41,0,start,i_2494
Case 257,Packing,2012-02-20 01:00:00+00:00,ID4820,Packing,41,0,complete,i_2494
Case 257,Final Inspection Q.C.,2012-02-20 07:00:00+00:00,ID4163,Quality Check 1,0,0,start,i_2495
Case 257,Final Inspection Q.C.,2012-02-20 08:40:00+00:00,ID4163,Quality Check 1,0,0,complete,i_2495
Case 257,Packing,2012-02-21 00:00:00+00:00,ID4820,Packing,52,0,start,i_2496
Case 257,Packing,2012-02-21 01:00:00+00:00,ID4820,Packing,52,0,complete,i_2496
Case 257,Final Inspection Q.C.,2012-02-21 09:00:00+00:00,ID4163,Quality Check 1,52,0,start,i_2497
Case 257,Final Inspection Q.C.,2012-02-21 10:45:00+00:00,ID4163,Quality Check 1,52,0,complete,i_2497
Case 257,Final Inspection Q.C.,2012-02-22 17:00:00+00:00,ID4163,Quality Check 1,0,0,start,i_2498
Case 257,Final Inspection Q.C.,2012-02-22 18:02:00+00:00,ID4163,Quality Check 1,0,0,complete,i_2498
Case 257,Final Inspection Q.C.,2012-02-23 10:30:00+00:00,ID4163,Quality Check 1,0,0,start,i_2499
Case 257,Final Inspection Q.C.,2012-02-23 12:50:00+00:00,ID4163,Quality Check 1,0,0,complete,i_2499
Case 257,Final Inspection Q.C.,2012-02-23 13:35:00+00:00,ID4163,Quality Check 1,0,2,start,i_2500
Case 257,Final Inspection Q.C.,2012-02-23 14:30:00+00:00,ID4163,Quality Check 1,0,3,start,i_2501
Case 257,Final Inspection Q.C.,2012-02-23 14:30:00+00:00,ID4163,Quality Check 1,0,2,complete,i_2500
Case 257,Final Inspection Q.C.,2012-02-23 15:20:00+00:00,ID4163,Quality Check 1,0,3,complete,i_2501
Case 257,Packing,2012-02-29 00:00:00+00:00,ID4820,Packing,1,0,start,i_2502
Case 257,Packing,2012-02-29 01:00:00+00:00,ID4820,Packing,1,0,complete,i_2502
Case 257,Final Inspection Q.C.,2012-02-29 08:30:00+00:00,ID4163,Quality Check 1,0,0,start,i_2503
Case 257,Final Inspection Q.C.,2012-02-29 08:40:00+00:00,ID4163,Quality Check 1,0,0,complete,i_2503
Case 257,Grinding Rework - Machine 27,2012-03-04 10:44:00+00:00,ID4528,Machine 27 - Grinding,0,0,start,i_2504
Case 257,Grinding Rework - Machine 27,2012-03-04 14:17:00+00:00,ID4528,Machine 27 - Grinding,0,0,complete,i_2504
Case 257,Grinding Rework - Machine 27,2012-03-04 15:21:00+00:00,ID4528,Machine 27 - Grinding,0,0,start,i_2505
Case 257,Grinding Rework - Machine 27,2012-03-04 16:26:00+00:00,ID4528,Machine 27 - Grinding,0,0,complete,i_2505
Case 257,Lapping - Machine 1,2012-03-05 11:40:00+00:00,ID0998,Machine 1 - Lapping,19,0,start,i_2506
Case 257,Lapping - Machine 1,2012-03-05 17:25:00+00:00,ID0998,Machine 1 - Lapping,19,0,complete,i_2506
Case 257,Round Grinding - Machine 2,2012-03-07 23:26:00+00:00,ID4445,Machine 2 - Round Grinding,7,0,start,i_2507
Case 257,Round Grinding - Machine 2,2012-03-08 02:06:00+00:00,ID4445,Machine 2 - Round Grinding,7,0,complete,i_2507
Case 257,Round Grinding - Machine 2,2012-03-08 02:07:00+00:00,ID4355,Machine 2 - Round Grinding,19,0,start,i_2508
Case 257,Round Grinding - Machine 2,2012-03-08 06:49:00+00:00,ID4355,Machine 2 - Round Grinding,19,0,complete,i_2508
Case 257,Round Grinding - Machine 2,2012-03-08 07:06:00+00:00,ID0420,Machine 2 - Round Grinding,1,0,start,i_2509
Case 257,Round Grinding - Machine 2,2012-03-08 07:27:00+00:00,ID0420,Machine 2 - Round Grinding,1,0,complete,i_2509
Case 257,Packing,2012-03-18 00:00:00+00:00,ID4820,Packing,8,0,start,i_2510
Case 257,Packing,2012-03-18 01:00:00+00:00,ID4820,Packing,8,0,complete,i_2510
Case 257,Final Inspection Q.C.,2012-03-18 07:00:00+00:00,ID4163,Quality Check 1,8,0,start,i_2511
Case 257,Final Inspection Q.C.,2012-03-18 08:00:00+00:00,ID4163,Quality Check 1,8,0,complete,i_2511
Case 257,Grinding Rework - Machine 27,2012-03-18 11:56:00+00:00,ID4528,Machine 27 - Grinding,0,0,start,i_2512
Case 257,Grinding Rework - Machine 27,2012-03-18 15:31:00+00:00,ID4528,Machine 27 - Grinding,0,0,complete,i_2512
Case 257,Final Inspection Q.C.,2012-03-19 09:00:00+00:00,ID4163,Quality Check 1,16,0,start,i_2513
Case 257,Final Inspection Q.C.,2012-03-19 12:50:00+00:00,ID4163,Quality Check 1,16,0,complete,i_2513
Case 257,Final Inspection Q.C.,2012-03-20 09:00:00+00:00,ID4163,Quality Check 1,0,4,start,i_2514
Case 257,Final Inspection Q.C.,2012-03-20 09:30:00+00:00,ID4163,Quality Check 1,0,1,start,i_2515
Case 257,Final Inspection Q.C.,2012-03-20 09:30:00+00:00,ID4163,Quality Check 1,0,4,complete,i_2514
Case 257,Final Inspection Q.C.,2012-03-20 09:45:00+00:00,ID4163,Quality Check 1,0,1,start,i_2516
Case 257,Final Inspection Q.C.,2012-03-20 09:45:00+00:00,ID4163,Quality Check 1,0,1,complete,i_2515
Case 257,Final Inspection Q.C.,2012-03-20 10:00:00+00:00,ID4163,Quality Check 1,0,1,start,i_2517
Case 257,Final Inspection Q.C.,2012-03-20 10:00:00+00:00,ID4163,Quality Check 1,0,1,complete,i_2516
