concept:name,OfferID,OfferedAmount,case:ApplicationType,Accepted,case:LoanGoal,case:concept:name,Selected,org:resource,Action,lifecycle:transition,time:timestamp,case:RequestedAmount,FirstWithdrawalAmount,EventID,EventOrigin,CreditScore,MonthlyCost,NumberOfTerms
A_Incomplete,,,New credit,,Boat,Application_1796660585,,User_101,statechange,complete,2016-08-16 12:53:05.032000+00:00,26000.0,,ApplState_1435033921,Application,,,
W_Call incomplete files,,,New credit,,Boat,Application_1796660585,,User_101,Released,suspend,2016-08-16 12:53:58.561000+00:00,26000.0,,Workitem_256952222,Workflow,,,
W_Call incomplete files,,,New credit,,Boat,Application_1796660585,,User_46,Obtained,resume,2016-08-16 18:35:05.104000+00:00,26000.0,,Workitem_1875456472,Workflow,,,
W_Call incomplete files,,,New credit,,Boat,Application_1796660585,,User_46,Released,suspend,2016-08-16 18:40:01.638000+00:00,26000.0,,Workitem_2061128704,Workflow,,,
W_Call incomplete files,,,New credit,,Boat,Application_1796660585,,User_46,Obtained,resume,2016-08-16 18:40:18.662000+00:00,26000.0,,Workitem_226621098,Workflow,,,
W_Call incomplete files,,,New credit,,Boat,Application_1796660585,,User_46,Released,suspend,2016-08-16 18:41:10.806000+00:00,26000.0,,Workitem_544220107,Workflow,,,
O_Accepted,Offer_1275394511,,New credit,,Boat,Application_1796660585,,User_113,statechange,complete,2016-08-17 09:27:10.963000+00:00,26000.0,,OfferState_1700224467,Offer,,,
A_Pending,,,New credit,,Boat,Application_1796660585,,User_113,statechange,complete,2016-08-17 09:27:10.970000+00:00,26000.0,,ApplState_1133922260,Application,,,
W_Call incomplete files,,,New credit,,Boat,Application_1796660585,,User_113,Deleted,ate_abort,2016-08-17 09:27:10.973000+00:00,26000.0,,Workitem_1387730193,Workflow,,,
A_Create Application,,,New credit,,Car,Application_1497129579,,User_1,Created,complete,2016-07-25 01:57:42.351000+00:00,20000.0,,Application_1497129579,Application,,,
A_Submitted,,,New credit,,Car,Application_1497129579,,User_1,statechange,complete,2016-07-25 01:57:42.414000+00:00,20000.0,,ApplState_167033852,Application,,,
W_Handle leads,,,New credit,,Car,Application_1497129579,,User_1,Created,schedule,2016-07-25 01:57:42.605000+00:00,20000.0,,Workitem_119843558,Workflow,,,
W_Handle leads,,,New credit,,Car,Application_1497129579,,User_45,Obtained,start,2016-07-25 07:02:01.277000+00:00,20000.0,,Workitem_906160657,Workflow,,,
W_Handle leads,,,New credit,,Car,Application_1497129579,,User_45,Released,suspend,2016-07-25 07:06:17.550000+00:00,20000.0,,Workitem_598640770,Workflow,,,
W_Handle leads,,,New credit,,Car,Application_1497129579,,User_52,Obtained,resume,2016-07-25 07:10:09.369000+00:00,20000.0,,Workitem_258747095,Workflow,,,
W_Handle leads,,,New credit,,Car,Application_1497129579,,User_52,Deleted,complete,2016-07-25 07:10:57.273000+00:00,20000.0,,Workitem_178359582,Workflow,,,
W_Complete application,,,New credit,,Car,Application_1497129579,,User_52,Created,schedule,2016-07-25 07:10:57.279000+00:00,20000.0,,Workitem_2032587774,Workflow,,,
W_Complete application,,,New credit,,Car,Application_1497129579,,User_52,Obtained,start,2016-07-25 07:10:57.280000+00:00,20000.0,,Workitem_2055868773,Workflow,,,
A_Concept,,,New credit,,Car,Application_1497129579,,User_52,statechange,complete,2016-07-25 07:10:57.283000+00:00,20000.0,,ApplState_895427282,Application,,,
W_Complete application,,,New credit,,Car,Application_1497129579,,User_52,Released,suspend,2016-07-25 07:11:03.733000+00:00,20000.0,,Workitem_1072287155,Workflow,,,
A_Accepted,,,New credit,,Car,Application_1497129579,,User_60,statechange,complete,2016-07-25 11:03:13.753000+00:00,20000.0,,ApplState_154376877,Application,,,
O_Create Offer,,20000.0,New credit,False,Car,Application_1497129579,False,User_60,Created,complete,2016-07-25 11:07:41.654000+00:00,20000.0,20000.0,Offer_2023386480,Offer,0.0,371.17,60.0
O_Created,Offer_2023386480,,New credit,,Car,Application_1497129579,,User_60,statechange,complete,2016-07-25 11:07:42.242000+00:00,20000.0,,OfferState_304385298,Offer,,,
O_Sent (mail and online),Offer_2023386480,,New credit,,Car,Application_1497129579,,User_60,statechange,complete,2016-07-25 11:07:53.954000+00:00,20000.0,,OfferState_45755550,Offer,,,
W_Complete application,,,New credit,,Car,Application_1497129579,,User_60,Deleted,ate_abort,2016-07-25 11:07:53.975000+00:00,20000.0,,Workitem_2145358991,Workflow,,,
W_Call after offers,,,New credit,,Car,Application_1497129579,,User_60,Created,schedule,2016-07-25 11:07:53.983000+00:00,20000.0,,Workitem_1787211480,Workflow,,,
W_Call after offers,,,New credit,,Car,Application_1497129579,,User_60,Obtained,start,2016-07-25 11:07:53.989000+00:00,20000.0,,Workitem_288191493,Workflow,,,
A_Complete,,,New credit,,Car,Application_1497129579,,User_60,statechange,complete,2016-07-25 11:07:53.998000+00:00,20000.0,,ApplState_1637622707,Application,,,
W_Call after offers,,,New credit,,Car,Application_1497129579,,User_60,Released,suspend,2016-07-25 11:17:30.244000+00:00,20000.0,,Workitem_1861911622,Workflow,,,
W_Call after offers,,,New credit,,Car,Application_1497129579,,User_49,Obtained,resume,2016-07-29 08:33:47.029000+00:00,20000.0,,Workitem_1695707118,Workflow,,,
W_Call after offers,,,New credit,,Car,Application_1497129579,,User_49,Released,suspend,2016-07-29 08:34:51.391000+00:00,20000.0,,Workitem_1246474586,Workflow,,,
A_Cancelled,,,New credit,,Car,Application_1497129579,,User_1,statechange,complete,2016-08-25 06:00:09.950000+00:00,20000.0,,ApplState_386224638,Application,,,
O_Cancelled,Offer_2023386480,,New credit,,Car,Application_1497129579,,User_1,statechange,complete,2016-08-25 06:00:09.973000+00:00,20000.0,,OfferState_1644292441,Offer,,,
W_Call after offers,,,New credit,,Car,Application_1497129579,,User_1,Deleted,ate_abort,2016-08-25 06:00:09.982000+00:00,20000.0,,Workitem_1459392545,Workflow,,,
A_Create Application,,,New credit,,Unknown,Application_2056764225,,User_60,Created,complete,2016-07-26 08:33:21.933000+00:00,0.0,,Application_2056764225,Application,,,
W_Complete application,,,New credit,,Unknown,Application_2056764225,,User_60,Created,schedule,2016-07-26 08:33:21.943000+00:00,0.0,,Workitem_837954042,Workflow,,,
W_Complete application,,,New credit,,Unknown,Application_2056764225,,User_60,Obtained,start,2016-07-26 08:33:21.946000+00:00,0.0,,Workitem_515977202,Workflow,,,
A_Concept,,,New credit,,Unknown,Application_2056764225,,User_60,statechange,complete,2016-07-26 08:33:21.950000+00:00,0.0,,ApplState_377208858,Application,,,
A_Accepted,,,New credit,,Unknown,Application_2056764225,,User_60,statechange,complete,2016-07-26 08:41:15.241000+00:00,0.0,,ApplState_741529775,Application,,,
O_Create Offer,,15000.0,New credit,True,Unknown,Application_2056764225,True,User_60,Created,complete,2016-07-26 08:45:42.032000+00:00,0.0,15000.0,Offer_1221420899,Offer,0.0,300.0,56.0
O_Created,Offer_1221420899,,New credit,,Unknown,Application_2056764225,,User_60,statechange,complete,2016-07-26 08:45:42.743000+00:00,0.0,,OfferState_1207762748,Offer,,,
O_Sent (mail and online),Offer_1221420899,,New credit,,Unknown,Application_2056764225,,User_60,statechange,complete,2016-07-26 08:45:54.475000+00:00,0.0,,OfferState_1332366774,Offer,,,
W_Complete application,,,New credit,,Unknown,Application_2056764225,,User_60,Deleted,complete,2016-07-26 08:45:54.490000+00:00,0.0,,Workitem_881817874,Workflow,,,
W_Call after offers,,,New credit,,Unknown,Application_2056764225,,User_60,Created,schedule,2016-07-26 08:45:54.497000+00:00,0.0,,Workitem_187674354,Workflow,,,
W_Call after offers,,,New credit,,Unknown,Application_2056764225,,User_60,Obtained,start,2016-07-26 08:45:54.499000+00:00,0.0,,Workitem_250853597,Workflow,,,
A_Complete,,,New credit,,Unknown,Application_2056764225,,User_60,statechange,complete,2016-07-26 08:45:54.501000+00:00,0.0,,ApplState_417584159,Application,,,
W_Call after offers,,,New credit,,Unknown,Application_2056764225,,User_60,Released,suspend,2016-07-26 09:08:02.547000+00:00,0.0,,Workitem_729216402,Workflow,,,
W_Call after offers,,,New credit,,Unknown,Application_2056764225,,User_40,Obtained,resume,2016-07-27 09:34:27.112000+00:00,0.0,,Workitem_256412797,Workflow,,,
W_Call after offers,,,New credit,,Unknown,Application_2056764225,,User_40,Obtained,start,2016-07-27 09:35:00.230000+00:00,0.0,,Workitem_1532823170,Workflow,,,
W_Call after offers,,,New credit,,Unknown,Application_2056764225,,User_40,Released,suspend,2016-07-27 09:37:53.312000+00:00,0.0,,Workitem_426513915,Workflow,,,
W_Call after offers,,,New credit,,Unknown,Application_2056764225,,User_126,Deleted,ate_abort,2016-08-02 10:42:54.068000+00:00,0.0,,Workitem_435058146,Workflow,,,
W_Validate application,,,New credit,,Unknown,Application_2056764225,,User_126,Created,schedule,2016-08-02 10:42:54.124000+00:00,0.0,,Workitem_220301196,Workflow,,,
W_Validate application,,,New credit,,Unknown,Application_2056764225,,User_126,Obtained,start,2016-08-02 10:42:54.148000+00:00,0.0,,Workitem_854050420,Workflow,,,
A_Validating,,,New credit,,Unknown,Application_2056764225,,User_126,statechange,complete,2016-08-02 10:42:55.166000+00:00,0.0,,ApplState_1455412968,Application,,,
O_Returned,Offer_1221420899,,New credit,,Unknown,Application_2056764225,,User_126,statechange,complete,2016-08-02 10:44:25.684000+00:00,0.0,,OfferState_419859890,Offer,,,
W_Validate application,,,New credit,,Unknown,Application_2056764225,,User_126,Released,suspend,2016-08-02 10:46:32.260000+00:00,0.0,,Workitem_1019748474,Workflow,,,
O_Create Offer,,15000.0,New credit,True,Unknown,Application_2056764225,False,User_12,Created,complete,2016-08-02 18:10:25.158000+00:00,0.0,15000.0,Offer_387347701,Offer,0.0,300.0,56.0
O_Created,Offer_387347701,,New credit,,Unknown,Application_2056764225,,User_12,statechange,complete,2016-08-02 18:10:25.828000+00:00,0.0,,OfferState_881964821,Offer,,,
O_Sent (online only),Offer_387347701,,New credit,,Unknown,Application_2056764225,,User_12,statechange,complete,2016-08-02 18:10:35.465000+00:00,0.0,,OfferState_1838525925,Offer,,,
W_Validate application,,,New credit,,Unknown,Application_2056764225,,User_109,Deleted,ate_abort,2016-08-08 10:00:50.765000+00:00,0.0,,Workitem_991424189,Workflow,,,
W_Call incomplete files,,,New credit,,Unknown,Application_2056764225,,User_109,Created,schedule,2016-08-08 10:00:50.778000+00:00,0.0,,Workitem_2136544419,Workflow,,,
W_Call incomplete files,,,New credit,,Unknown,Application_2056764225,,User_109,Obtained,start,2016-08-08 10:00:50.782000+00:00,0.0,,Workitem_1830698165,Workflow,,,
A_Incomplete,,,New credit,,Unknown,Application_2056764225,,User_109,statechange,complete,2016-08-08 10:00:50.786000+00:00,0.0,,ApplState_907408279,Application,,,
W_Call incomplete files,,,New credit,,Unknown,Application_2056764225,,User_109,Released,suspend,2016-08-08 11:22:51.153000+00:00,0.0,,Workitem_1919861492,Workflow,,,
W_Call incomplete files,,,New credit,,Unknown,Application_2056764225,,User_54,Obtained,resume,2016-08-08 18:26:28.870000+00:00,0.0,,Workitem_86438572,Workflow,,,
W_Call incomplete files,,,New credit,,Unknown,Application_2056764225,,User_54,Released,suspend,2016-08-08 18:35:46.313000+00:00,0.0,,Workitem_578659428,Workflow,,,
W_Call incomplete files,,,New credit,,Unknown,Application_2056764225,,User_54,Obtained,resume,2016-08-09 07:07:41.875000+00:00,0.0,,Workitem_1883636761,Workflow,,,
O_Create Offer,,15000.0,New credit,True,Unknown,Application_2056764225,False,User_54,Created,complete,2016-08-09 07:14:41.701000+00:00,0.0,15000.0,Offer_429968141,Offer,0.0,296.2,56.0
O_Created,Offer_429968141,,New credit,,Unknown,Application_2056764225,,User_54,statechange,complete,2016-08-09 07:14:43.209000+00:00,0.0,,OfferState_1994773517,Offer,,,
O_Sent (mail and online),Offer_429968141,,New credit,,Unknown,Application_2056764225,,User_54,statechange,complete,2016-08-09 07:14:58.970000+00:00,0.0,,OfferState_280754852,Offer,,,
W_Call incomplete files,,,New credit,,Unknown,Application_2056764225,,User_54,Released,suspend,2016-08-09 07:17:17.229000+00:00,0.0,,Workitem_790062430,Workflow,,,
W_Call incomplete files,,,New credit,,Unknown,Application_2056764225,,User_5,Obtained,resume,2016-09-15 10:03:09.427000+00:00,0.0,,Workitem_1894106832,Workflow,,,
W_Call incomplete files,,,New credit,,Unknown,Application_2056764225,,User_5,Released,suspend,2016-09-15 10:06:01.886000+00:00,0.0,,Workitem_128150063,Workflow,,,
W_Call incomplete files,,,New credit,,Unknown,Application_2056764225,,User_48,Obtained,resume,2016-10-17 16:43:17.250000+00:00,0.0,,Workitem_1608886886,Workflow,,,
W_Call incomplete files,,,New credit,,Unknown,Application_2056764225,,User_48,Released,suspend,2016-10-17 16:45:34.298000+00:00,0.0,,Workitem_646810538,Workflow,,,
W_Call incomplete files,,,New credit,,Unknown,Application_2056764225,,User_2,Obtained,resume,2016-10-18 13:29:07.926000+00:00,0.0,,Workitem_1019932543,Workflow,,,
W_Call incomplete files,,,New credit,,Unknown,Application_2056764225,,User_2,Released,suspend,2016-10-18 13:35:29.029000+00:00,0.0,,Workitem_1727342641,Workflow,,,
W_Call incomplete files,,,New credit,,Unknown,Application_2056764225,,User_2,Obtained,resume,2016-11-07 12:11:06.052000+00:00,0.0,,Workitem_728974929,Workflow,,,
W_Call incomplete files,,,New credit,,Unknown,Application_2056764225,,User_2,Released,suspend,2016-11-07 12:16:57.216000+00:00,0.0,,Workitem_1937445397,Workflow,,,
W_Call incomplete files,,,New credit,,Unknown,Application_2056764225,,User_5,Obtained,resume,2016-11-14 14:50:37.293000+00:00,0.0,,Workitem_185914317,Workflow,,,
W_Call incomplete files,,,New credit,,Unknown,Application_2056764225,,User_5,Released,suspend,2016-11-14 14:52:00.782000+00:00,0.0,,Workitem_223668999,Workflow,,,
W_Call incomplete files,,,New credit,,Unknown,Application_2056764225,,User_66,Obtained,resume,2016-11-15 12:27:22.497000+00:00,0.0,,Workitem_1295850070,Workflow,,,
W_Call incomplete files,,,New credit,,Unknown,Application_2056764225,,User_66,Released,suspend,2016-11-15 12:29:45.561000+00:00,0.0,,Workitem_1321588579,Workflow,,,
W_Call incomplete files,,,New credit,,Unknown,Application_2056764225,,User_66,Obtained,resume,2016-11-15 13:07:23.703000+00:00,0.0,,Workitem_547403862,Workflow,,,
W_Call incomplete files,,,New credit,,Unknown,Application_2056764225,,User_66,Released,suspend,2016-11-15 13:12:57.629000+00:00,0.0,,Workitem_201813286,Workflow,,,
W_Call incomplete files,,,New credit,,Unknown,Application_2056764225,,User_2,Obtained,resume,2016-11-22 07:52:07.277000+00:00,0.0,,Workitem_1609417901,Workflow,,,
W_Call incomplete files,,,New credit,,Unknown,Application_2056764225,,User_2,Released,suspend,2016-11-22 07:52:45.953000+00:00,0.0,,Workitem_1647317875,Workflow,,,
W_Call incomplete files,,,New credit,,Unknown,Application_2056764225,,User_2,Obtained,resume,2016-12-06 08:20:51.330000+00:00,0.0,,Workitem_1483269295,Workflow,,,
A_Cancelled,,,New credit,,Unknown,Application_2056764225,,User_2,statechange,complete,2016-12-06 08:21:08.459000+00:00,0.0,,ApplState_948948836,Application,,,
O_Cancelled,Offer_429968141,,New credit,,Unknown,Application_2056764225,,User_2,statechange,complete,2016-12-06 08:21:08.491000+00:00,0.0,,OfferState_2073329763,Offer,,,
O_Cancelled,Offer_387347701,,New credit,,Unknown,Application_2056764225,,User_2,statechange,complete,2016-12-06 08:21:08.497000+00:00,0.0,,OfferState_1981416541,Offer,,,
O_Cancelled,Offer_1221420899,,New credit,,Unknown,Application_2056764225,,User_2,statechange,complete,2016-12-06 08:21:08.503000+00:00,0.0,,OfferState_1791949286,Offer,,,
W_Call incomplete files,,,New credit,,Unknown,Application_2056764225,,User_2,Deleted,complete,2016-12-06 08:21:08.511000+00:00,0.0,,Workitem_768208063,Workflow,,,
A_Create Application,,,New credit,,Existing loan takeover,Application_269730428,,User_1,Created,complete,2016-07-30 05:10:45.120000+00:00,55000.0,,Application_269730428,Application,,,
A_Submitted,,,New credit,,Existing loan takeover,Application_269730428,,User_1,statechange,complete,2016-07-30 05:10:46.525000+00:00,55000.0,,ApplState_407664957,Application,,,
W_Handle leads,,,New credit,,Existing loan takeover,Application_269730428,,User_1,Created,schedule,2016-07-30 05:10:48.777000+00:00,55000.0,,Workitem_1606016713,Workflow,,,
W_Handle leads,,,New credit,,Existing loan takeover,Application_269730428,,User_10,Obtained,start,2016-07-30 12:28:28.521000+00:00,55000.0,,Workitem_743638123,Workflow,,,
W_Handle leads,,,New credit,,Existing loan takeover,Application_269730428,,User_10,Released,suspend,2016-07-30 12:31:58.832000+00:00,55000.0,,Workitem_47982172,Workflow,,,
W_Handle leads,,,New credit,,Existing loan takeover,Application_269730428,,User_52,Obtained,resume,2016-07-30 12:41:07.089000+00:00,55000.0,,Workitem_2053243296,Workflow,,,
W_Handle leads,,,New credit,,Existing loan takeover,Application_269730428,,User_52,Deleted,complete,2016-07-30 12:46:09.414000+00:00,55000.0,,Workitem_1293096147,Workflow,,,
W_Complete application,,,New credit,,Existing loan takeover,Application_269730428,,User_52,Created,schedule,2016-07-30 12:46:09.431000+00:00,55000.0,,Workitem_1041063287,Workflow,,,
W_Complete application,,,New credit,,Existing loan takeover,Application_269730428,,User_52,Obtained,start,2016-07-30 12:46:09.433000+00:00,55000.0,,Workitem_682882799,Workflow,,,
A_Concept,,,New credit,,Existing loan takeover,Application_269730428,,User_52,statechange,complete,2016-07-30 12:46:09.436000+00:00,55000.0,,ApplState_1922253432,Application,,,
W_Complete application,,,New credit,,Existing loan takeover,Application_269730428,,User_52,Released,suspend,2016-07-30 12:46:12.179000+00:00,55000.0,,Workitem_1468829156,Workflow,,,
A_Accepted,,,New credit,,Existing loan takeover,Application_269730428,,User_39,statechange,complete,2016-08-01 07:52:44.760000+00:00,55000.0,,ApplState_247822876,Application,,,
O_Create Offer,,48000.0,New credit,True,Existing loan takeover,Application_269730428,False,User_39,Created,complete,2016-08-01 07:58:09.110000+00:00,55000.0,5000.0,Offer_1347229818,Offer,0.0,488.75,120.0
O_Created,Offer_1347229818,,New credit,,Existing loan takeover,Application_269730428,,User_39,statechange,complete,2016-08-01 07:58:09.994000+00:00,55000.0,,OfferState_253735434,Offer,,,
O_Sent (mail and online),Offer_1347229818,,New credit,,Existing loan takeover,Application_269730428,,User_39,statechange,complete,2016-08-01 08:00:49.895000+00:00,55000.0,,OfferState_1779100931,Offer,,,
W_Complete application,,,New credit,,Existing loan takeover,Application_269730428,,User_39,Deleted,ate_abort,2016-08-01 08:00:49.909000+00:00,55000.0,,Workitem_1008478837,Workflow,,,
W_Call after offers,,,New credit,,Existing loan takeover,Application_269730428,,User_39,Created,schedule,2016-08-01 08:00:49.916000+00:00,55000.0,,Workitem_1333000147,Workflow,,,
W_Call after offers,,,New credit,,Existing loan takeover,Application_269730428,,User_39,Obtained,start,2016-08-01 08:00:49.918000+00:00,55000.0,,Workitem_543445722,Workflow,,,
A_Complete,,,New credit,,Existing loan takeover,Application_269730428,,User_39,statechange,complete,2016-08-01 08:00:49.920000+00:00,55000.0,,ApplState_581076332,Application,,,
W_Call after offers,,,New credit,,Existing loan takeover,Application_269730428,,User_39,Released,suspend,2016-08-01 08:01:27.917000+00:00,55000.0,,Workitem_1948167916,Workflow,,,
W_Call after offers,,,New credit,,Existing loan takeover,Application_269730428,,User_60,Obtained,resume,2016-08-05 10:34:11.523000+00:00,55000.0,,Workitem_1896195421,Workflow,,,
W_Call after offers,,,New credit,,Existing loan takeover,Application_269730428,,User_60,Released,suspend,2016-08-05 10:34:46.423000+00:00,55000.0,,Workitem_1957033014,Workflow,,,
A_Cancelled,,,New credit,,Existing loan takeover,Application_269730428,,User_1,statechange,complete,2016-09-01 06:00:22.656000+00:00,55000.0,,ApplState_1197480030,Application,,,
O_Cancelled,Offer_1347229818,,New credit,,Existing loan takeover,Application_269730428,,User_1,statechange,complete,2016-09-01 06:00:22.682000+00:00,55000.0,,OfferState_1430071074,Offer,,,
W_Call after offers,,,New credit,,Existing loan takeover,Application_269730428,,User_1,Deleted,ate_abort,2016-09-01 06:00:22.691000+00:00,55000.0,,Workitem_1831558749,Workflow,,,
A_Create Application,,,New credit,,"Other, see explanation",Application_1433577530,,User_36,Created,complete,2016-08-01 13:14:54.221000+00:00,25000.0,,Application_1433577530,Application,,,
W_Complete application,,,New credit,,"Other, see explanation",Application_1433577530,,User_36,Created,schedule,2016-08-01 13:14:54.241000+00:00,25000.0,,Workitem_1041194801,Workflow,,,
W_Complete application,,,New credit,,"Other, see explanation",Application_1433577530,,User_36,Obtained,start,2016-08-01 13:14:54.245000+00:00,25000.0,,Workitem_692282673,Workflow,,,
A_Concept,,,New credit,,"Other, see explanation",Application_1433577530,,User_36,statechange,complete,2016-08-01 13:14:54.249000+00:00,25000.0,,ApplState_1677716462,Application,,,
A_Accepted,,,New credit,,"Other, see explanation",Application_1433577530,,User_36,statechange,complete,2016-08-01 13:17:01.632000+00:00,25000.0,,ApplState_785280272,Application,,,
O_Create Offer,,25000.0,New credit,True,"Other, see explanation",Application_1433577530,False,User_36,Created,complete,2016-08-01 13:29:13.348000+00:00,25000.0,11091.14,Offer_1977575598,Offer,0.0,397.39,71.0
O_Created,Offer_1977575598,,New credit,,"Other, see explanation",Application_1433577530,,User_36,statechange,complete,2016-08-01 13:29:14.086000+00:00,25000.0,,OfferState_1795351059,Offer,,,
O_Sent (mail and online),Offer_1977575598,,New credit,,"Other, see explanation",Application_1433577530,,User_36,statechange,complete,2016-08-01 13:34:03.149000+00:00,25000.0,,OfferState_632886842,Offer,,,
W_Complete application,,,New credit,,"Other, see explanation",Application_1433577530,,User_36,Deleted,complete,2016-08-01 13:34:03.164000+00:00,25000.0,,Workitem_1493906644,Workflow,,,
W_Call after offers,,,New credit,,"Other, see explanation",Application_1433577530,,User_36,Created,schedule,2016-08-01 13:34:03.172000+00:00,25000.0,,Workitem_766376140,Workflow,,,
W_Call after offers,,,New credit,,"Other, see explanation",Application_1433577530,,User_36,Obtained,start,2016-08-01 13:34:03.174000+00:00,25000.0,,Workitem_1090480199,Workflow,,,
A_Complete,,,New credit,,"Other, see explanation",Application_1433577530,,User_36,statechange,complete,2016-08-01 13:34:03.176000+00:00,25000.0,,ApplState_1971131743,Application,,,
W_Call after offers,,,New credit,,"Other, see explanation",Application_1433577530,,User_36,Released,suspend,2016-08-01 13:34:56.981000+00:00,25000.0,,Workitem_1771044084,Workflow,,,
O_Create Offer,,25000.0,New credit,True,"Other, see explanation",Application_1433577530,True,User_36,Created,complete,2016-08-01 13:57:58.188000+00:00,25000.0,11337.0,Offer_978471306,Offer,806.0,441.98,63.0
O_Created,Offer_978471306,,New credit,,"Other, see explanation",Application_1433577530,,User_36,statechange,complete,2016-08-01 13:57:58.853000+00:00,25000.0,,OfferState_1859879356,Offer,,,
O_Sent (mail and online),Offer_978471306,,New credit,,"Other, see explanation",Application_1433577530,,User_36,statechange,complete,2016-08-01 13:58:13.213000+00:00,25000.0,,OfferState_2085314795,Offer,,,
O_Cancelled,Offer_1977575598,,New credit,,"Other, see explanation",Application_1433577530,,User_36,statechange,complete,2016-08-01 14:00:41.441000+00:00,25000.0,,OfferState_343887924,Offer,,,
W_Call after offers,,,New credit,,"Other, see explanation",Application_1433577530,,User_36,Obtained,resume,2016-08-08 16:52:42.142000+00:00,25000.0,,Workitem_956830202,Workflow,,,
W_Call after offers,,,New credit,,"Other, see explanation",Application_1433577530,,User_36,Released,suspend,2016-08-08 16:54:01.684000+00:00,25000.0,,Workitem_1617476508,Workflow,,,
W_Call after offers,,,New credit,,"Other, see explanation",Application_1433577530,,User_112,Deleted,ate_abort,2016-08-30 10:15:00.854000+00:00,25000.0,,Workitem_90650296,Workflow,,,
W_Validate application,,,New credit,,"Other, see explanation",Application_1433577530,,User_112,Created,schedule,2016-08-30 10:15:00.859000+00:00,25000.0,,Workitem_280185852,Workflow,,,
W_Validate application,,,New credit,,"Other, see explanation",Application_1433577530,,User_112,Obtained,start,2016-08-30 10:15:00.862000+00:00,25000.0,,Workitem_1323872790,Workflow,,,
A_Validating,,,New credit,,"Other, see explanation",Application_1433577530,,User_112,statechange,complete,2016-08-30 10:15:01.690000+00:00,25000.0,,ApplState_1581308008,Application,,,
O_Returned,Offer_978471306,,New credit,,"Other, see explanation",Application_1433577530,,User_112,statechange,complete,2016-08-30 10:18:31.828000+00:00,25000.0,,OfferState_1995598544,Offer,,,
W_Validate application,,,New credit,,"Other, see explanation",Application_1433577530,,User_112,Released,suspend,2016-08-30 10:19:41.381000+00:00,25000.0,,Workitem_43033138,Workflow,,,
W_Validate application,,,New credit,,"Other, see explanation",Application_1433577530,,User_100,Obtained,resume,2016-08-30 14:24:48.636000+00:00,25000.0,,Workitem_418979957,Workflow,,,
W_Validate application,,,New credit,,"Other, see explanation",Application_1433577530,,User_100,Released,suspend,2016-08-30 14:25:52.461000+00:00,25000.0,,Workitem_527756256,Workflow,,,
O_Accepted,Offer_978471306,,New credit,,"Other, see explanation",Application_1433577530,,User_29,statechange,complete,2016-08-31 08:53:55.219000+00:00,25000.0,,OfferState_1342057383,Offer,,,
A_Pending,,,New credit,,"Other, see explanation",Application_1433577530,,User_29,statechange,complete,2016-08-31 08:53:55.222000+00:00,25000.0,,ApplState_1637859146,Application,,,
W_Validate application,,,New credit,,"Other, see explanation",Application_1433577530,,User_29,Deleted,ate_abort,2016-08-31 08:53:55.224000+00:00,25000.0,,Workitem_1827385514,Workflow,,,
A_Create Application,,,New credit,,Home improvement,Application_1435120007,,User_1,Created,complete,2016-08-02 14:08:02.589000+00:00,7000.0,,Application_1435120007,Application,,,
A_Submitted,,,New credit,,Home improvement,Application_1435120007,,User_1,statechange,complete,2016-08-02 14:08:02.631000+00:00,7000.0,,ApplState_46765959,Application,,,
W_Handle leads,,,New credit,,Home improvement,Application_1435120007,,User_1,Created,schedule,2016-08-02 14:08:02.876000+00:00,7000.0,,Workitem_1247582261,Workflow,,,
W_Handle leads,,,New credit,,Home improvement,Application_1435120007,,User_1,Deleted,withdraw,2016-08-02 14:09:17.547000+00:00,7000.0,,Workitem_1007578662,Workflow,,,
W_Complete application,,,New credit,,Home improvement,Application_1435120007,,User_1,Created,schedule,2016-08-02 14:09:17.558000+00:00,7000.0,,Workitem_1711394837,Workflow,,,
A_Concept,,,New credit,,Home improvement,Application_1435120007,,User_1,statechange,complete,2016-08-02 14:09:17.563000+00:00,7000.0,,ApplState_938878211,Application,,,
A_Accepted,,,New credit,,Home improvement,Application_1435120007,,User_12,statechange,complete,2016-08-02 16:06:21.637000+00:00,7000.0,,ApplState_2034245974,Application,,,
O_Create Offer,,7000.0,New credit,False,Home improvement,Application_1435120007,False,User_12,Created,complete,2016-08-02 16:10:49.413000+00:00,7000.0,0.0,Offer_189504576,Offer,0.0,200.0,39.0
O_Created,Offer_189504576,,New credit,,Home improvement,Application_1435120007,,User_12,statechange,complete,2016-08-02 16:10:50.080000+00:00,7000.0,,OfferState_1322452415,Offer,,,
O_Create Offer,,7000.0,New credit,True,Home improvement,Application_1435120007,True,User_12,Created,complete,2016-08-02 16:11:02.127000+00:00,7000.0,7000.0,Offer_889928267,Offer,0.0,199.0,39.0
O_Created,Offer_889928267,,New credit,,Home improvement,Application_1435120007,,User_12,statechange,complete,2016-08-02 16:11:02.716000+00:00,7000.0,,OfferState_373972684,Offer,,,
O_Sent (mail and online),Offer_889928267,,New credit,,Home improvement,Application_1435120007,,User_12,statechange,complete,2016-08-02 16:11:39.832000+00:00,7000.0,,OfferState_723675672,Offer,,,
O_Sent (mail and online),Offer_189504576,,New credit,,Home improvement,Application_1435120007,,User_12,statechange,complete,2016-08-02 16:11:39.835000+00:00,7000.0,,OfferState_752700749,Offer,,,
